Permittivity  data per frequency,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,"Stirrer, RPM","Conductivity, mS/cm",Volume_V,Phase_Sh,Fs_in,Biomasse_X_in,Proteine_P_in,Biomasse_X_target,Proteine_P_target
-2.44878769,-1.61551285,-1.03292274,-0.69086075,-0.53515339,-0.26885319,-0.11396027,-0.12766171,-0.10147715,-0.23423123,0.12471199,0.18697709,0.14079249,200.0,48.25734711,1.968542,0,0.12,37.7215759005219,5.19865530691403,37.7215759005219,5.19865530691403
-2.45571899,-1.61344528,-1.08839798,-0.75795364,-0.48197842,-0.13228703,-0.090765,-0.13455582,0.02236199,-0.21465588,0.09535313,0.2262755,0.06098443,200.0,48.22983932,1.96853183333333,0,0.12,37.728895514176,5.27542452264136,37.728895514176,5.27542452264136
-2.41613007,-1.63755417,-1.11019516,-0.71896935,-0.51926041,-0.16230488,-0.14352942,-0.1462822,-0.05256605,-0.25752592,0.06417739,0.21018916,0.05504817,200.0,48.23207855,1.96852166666667,0,0.12,37.7366416941359,5.35234159213188,37.7366416941359,5.35234159213188
-2.16117859,-1.57994843,-1.06372833,-0.63456726,-0.43831062,-0.09149742,0.10690689,-0.14993906,-0.07414389,-0.21183062,0.05795348,0.23521727,0.19451326,200.0,48.255867,1.9686115,0,0.12,37.7454746887439,5.42940642340346,37.7454746887439,5.42940642340346
-2.47534561,-1.87194443,-1.37162209,-0.82206917,-0.7175436,-0.32527351,-0.1213522,-0.34868956,-0.31323528,-0.47290301,-0.13452339,0.13185936,0.02434564,200.0,48.26031113,1.96860133333333,0,0.12,37.7544373811606,5.50661892447396,37.7544373811606,5.50661892447396
-2.39940262,-1.7325058,-1.28257179,-0.81182289,-0.67092991,-0.26848793,-0.11917925,-0.14054728,-0.28598356,-0.41009355,-0.09049797,0.20377153,0.07803047,200.0,48.30797958,1.96859116666667,0,0.12,37.7656272053307,5.58397900336127,37.7656272053307,5.58397900336127
-2.42187119,-1.74374771,-1.22375298,-0.64606476,-0.66076946,-0.28156853,-0.17691374,-0.06490088,-0.27151489,-0.33477926,-0.07572818,0.12800616,0.04343325,200.0,48.28047562,1.968581,0,0.12,37.7766735806492,5.66148656808323,37.7766735806492,5.66148656808323
-2.48308182,-1.72505569,-1.15581131,-0.65491867,-0.59475613,-0.26757622,-0.18028545,-0.09102964,-0.21621919,-0.34110832,-0.03213429,0.10396987,0.03881681,200.0,48.26964951,1.96857083333333,0,0.12,37.7875202933749,5.73914152665773,37.7875202933749,5.73914152665773
-2.57978439,-1.81375504,-1.21075439,-0.79524994,-0.49175072,-0.35375214,-0.26387548,0.07878733,-0.22892332,-0.2695601,-0.05889964,0.10203522,-0.00066787,200.0,48.24131393,1.96856066666667,0,0.12,37.7998758148957,5.81694378710262,37.7998758148957,5.81694378710262
-2.50095367,-1.74079132,-1.06654167,-0.73495293,-0.50199127,-0.25371742,-0.23200893,0.06588268,-0.11171842,-0.11690545,-0.07240665,0.14772552,0.02835262,200.0,48.07210159,1.9686505,0,0.12,37.812230056531,5.89489325743579,37.812230056531,5.89489325743579
-2.57734299,-1.7530632,-1.14358711,-0.78673935,-0.57133102,-0.30112171,-0.27258205,-0.02926254,-0.13978696,-0.16593313,-0.08362091,0.06794018,-0.01667321,200.0,48.11181259,1.96864033333333,0,0.12,37.8244573162212,5.97298984567509,37.8244573162212,5.97298984567509
-2.57136536,-1.75148392,-1.16726303,-0.80623817,-0.52837181,-0.33686543,-0.27092075,-0.08809423,-0.16556287,-0.15598917,-0.09142554,0.11830932,0.02384371,200.0,48.17247772,1.96863016666667,0,0.12,37.8370686263624,6.05123345983839,37.8370686263624,6.05123345983839
-2.46773529,-1.63477707,-1.13897705,-0.75637817,-0.52715492,-0.30686951,-0.2263937,-0.13857126,-0.18718123,-0.11992526,-0.06249452,0.0805369,0.02431566,200.0,48.22055817,1.96862,0,0.12,37.8503136573452,6.12962400794356,37.8503136573452,6.12962400794356
-2.38230515,-1.58703995,-1.04157257,-0.72396088,-0.51614094,-0.2800951,-0.1478467,-0.10929298,-0.11681843,-0.16288853,0.05366683,0.1410616,0.07632697,200.0,48.24972534,1.96860983333333,0,0.12,37.8633524502616,6.20816139800848,37.8633524502616,6.20816139800848
-2.3771286,-1.57912827,-1.06515694,-0.75555038,-0.51827621,-0.20960522,-0.1396122,-0.12751961,-0.04522896,-0.13713074,0.03632295,0.2168408,0.13344252,200.0,48.26169586,1.96869966666667,0,0.12,37.8758314173248,6.28684553805099,37.8758314173248,6.28684553805099
-2.3314743,-1.52924728,-1.01943398,-0.74241257,-0.52765751,-0.18668079,-0.12623072,-0.10310078,-0.06887722,-0.16830635,0.12322497,0.218252,0.08113176,200.0,48.19319534,1.9686895,0,0.12,37.8877620090069,6.36567633608899,37.8877620090069,6.36567633608899
